Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Software Engineer,Precision Robotics (Hong Kong) Limited,,True,"Science Park, Tai Po District",Information & Communication Technology,,2024-07-12 07:00:00,77215823,https://hk.jobsdb.com/job/77215823
Software Engineer - Robot Operating System ROS | Up to 60K | Perm,ADECCO Personnel Limited,,True,Wan Chai District,Information & Communication Technology,,2024-07-12 07:00:00,77207402,https://hk.jobsdb.com/job/77207402
Senior Software Engineer / Software Engineer( Backend ),Winley Technology Limited,2,False,Sha Tin District,Information & Communication Technology,,2024-07-14 07:00:00,77263200,https://hk.jobsdb.com/job/77263200
Testing Manager / Quality Assurance Lead (Software Applications),Acton Consulting Limited,7,False,Hong Kong,Information & Communication Technology,,2024-07-08 07:00:00,77101029,https://hk.jobsdb.com/job/77101029
Analyst Programmer,Miniwork Limited,2,True,Tsuen Wan District,Information & Communication Technology,,2024-07-16 07:00:00,77279234,https://hk.jobsdb.com/job/77279234
*Urgent* Project Coordinator - UAT (Leading Financial Institution) 25K+,EIDEALINK LIMITED,2,False,"Central, Central and Western District",Information & Communication Technology,,2024-07-12 07:00:00,77215162,https://hk.jobsdb.com/job/77215162
Testing Manager,Wafer Systems (Asia) Limited,2,False,Hong Kong,Information & Communication Technology,,2024-07-09 07:00:00,77108840,https://hk.jobsdb.com/job/77108840
(Senior) QA Engineer,Nexify Limited,4,False,Kwun Tong District,Information & Communication Technology,,2024-07-06 07:00:00,77078180,https://hk.jobsdb.com/job/77078180
Analyst Programmer / Programmer (Web/ Mobile) at A&A Limited,Jobsdb - SmartHire,3,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-07-17 07:00:00,77007763,https://hk.jobsdb.com/job/77007763
QA Officer,Kinetix Systems Ltd,,False,Kwun Tong District,Information & Communication Technology,,2024-07-10 07:00:00,77137115,https://hk.jobsdb.com/job/77137115
Senior Software Engineer (Ref: SSE/JDB),Sino Group,5,False,Hong Kong,Information & Communication Technology,,2024-07-13 07:00:00,77247595,https://hk.jobsdb.com/job/77247595
Software Engineer,China CITIC Bank International Limited,3,False,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-07-11 07:00:00,77180422,https://hk.jobsdb.com/job/77180422
Software Engineer (Fresh graduate welcome) (Ref.: 200160),Laboratory of Data Discovery for Health Limited,,False,"Science Park, Tai Po District",Information & Communication Technology,,2024-07-16 07:00:00,77280452,https://hk.jobsdb.com/job/77280452
Principal Engineer - Testing Algorithm (Based in Dongguan),SAE Magnetics (Hong Kong) Ltd,4,False,"Science Park, Tai Po District",Science & Technology,,2024-07-13 07:00:00,76842679,https://hk.jobsdb.com/job/76842679
Software Engineer (Ref: MRC2024-004),Multi-Scale Medical Robotics Center Limited,,False,Sha Tin District,Science & Technology,,2024-07-12 07:00:00,77203761,https://hk.jobsdb.com/job/77203761
Senior Software Engineer,CSC Robotic Engineering Limited,3,True,"Lai Chi Kok, Sham Shui Po District",Engineering,,2024-07-17 18:00:00,76093051,https://hk.jobsdb.com/job/76093051
Senior Software Engineer / Senior System Engineer / Technical Consultant,Oceanx Technology Limited,,False,"Kwun Tong, Kwun Tong District",Engineering,,2024-07-17 16:00:00,77347356,https://hk.jobsdb.com/job/77347356
verification Test Engineer / Senior verification Test Engineer - Power Suppliers,Eternity Consultants (HK) Ltd,2,False,"Lai Chi Kok, Sham Shui Po District",Engineering,,2024-07-14 07:00:00,77265046,https://hk.jobsdb.com/job/77265046
QA Officer,Joint Electronic Teller Services Limited (“JETCO”),2,False,"Ngau Tau Kok, Kwun Tong District",Science & Technology,,2024-07-03 07:00:00,76451225,https://hk.jobsdb.com/job/76451225
Product Design Team Leader (Apply-HK-2405-PDTL),Cloud Light Technology Philippines Inc.,5,True,"Science Park, Tai Po District",Engineering,,2024-07-10 07:00:00,77150836,https://hk.jobsdb.com/job/77150836
System Analyst / Software Development Lead,Baguio Green Group Limited,5,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-07-12 07:00:00,77199574,https://hk.jobsdb.com/job/77199574
Quality Assurance,Metaverse Cloud Solution Limited,1,False,Yau Tsim Mong District,Information & Communication Technology,,2024-07-05 07:00:00,77045369,https://hk.jobsdb.com/job/77045369
Digital QA - Banking/ Regional project ~25K,Robert Walters (HK) Ltd,2,False,Central and Western District,Information & Communication Technology,bonus medical,2024-07-05 07:00:00,77052454,https://hk.jobsdb.com/job/77052454
"Senior QA Engineer, electronic, IoT and Wireless product",Hays Hong Kong Limited,5,True,Central and Western District,"Manufacturing, Transport & Logistics",28k - 35k x 13m + DB,2024-07-11 07:00:00,77171917,https://hk.jobsdb.com/job/77171917
